Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient
2-P =,Untitled 2 Process
2-A =,Untitled 2 Ambient


Interval:,10,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
443,27/05/2019,15:15:30,43.8,17.4,39.1,18.8
444,27/05/2019,15:15:40,43.9,17.5,39.1,18.8
445,27/05/2019,15:15:50,43.9,17.5,39.1,18.8
446,27/05/2019,15:16:00,43.9,17.5,39.1,18.8
447,27/05/2019,15:16:10,43.8,17.5,39.1,18.8
448,27/05/2019,15:16:20,43.8,17.5,39.1,18.8
449,27/05/2019,15:16:30,43.8,17.5,39.1,18.8
450,27/05/2019,15:16:40,43.8,17.5,39.1,18.8
451,27/05/2019,15:16:50,43.7,17.5,39.1,18.8
452,27/05/2019,15:17:00,43.7,17.5,39.1,18.8
453,27/05/2019,15:17:10,43.7,17.5,39.1,18.8
454,27/05/2019,15:17:20,43.7,17.5,39.1,18.8
455,27/05/2019,15:17:30,43.7,17.5,39.1,18.8
456,27/05/2019,15:17:40,43.7,17.5,39.1,18.8
457,27/05/2019,15:17:50,43.7,17.5,39.1,18.8
458,27/05/2019,15:18:00,43.7,17.6,39.1,18.8
459,27/05/2019,15:18:10,43.6,17.6,39.0,18.8
460,27/05/2019,15:18:20,43.6,17.6,39.0,18.8
461,27/05/2019,15:18:30,43.6,17.6,39.0,18.8
462,27/05/2019,15:18:40,43.6,17.6,39.0,18.9
463,27/05/2019,15:18:50,43.5,17.6,39.0,18.9
464,27/05/2019,15:19:00,43.5,17.6,39.0,18.9
465,27/05/2019,15:19:10,43.5,17.6,39.0,18.9
466,27/05/2019,15:19:20,43.5,17.6,38.9,18.9
467,27/05/2019,15:19:30,43.5,17.6,38.9,18.9
468,27/05/2019,15:19:40,43.5,17.6,38.9,18.9
469,27/05/2019,15:19:50,43.5,17.6,38.9,18.9
470,27/05/2019,15:20:00,43.5,17.6,38.9,18.9
471,27/05/2019,15:20:10,43.5,17.6,38.9,18.9
472,27/05/2019,15:20:20,43.5,17.6,38.9,18.9
473,27/05/2019,15:20:30,43.4,17.6,38.8,18.9
474,27/05/2019,15:20:40,43.4,17.6,38.8,18.9
475,27/05/2019,15:20:50,43.4,17.6,38.8,18.9
476,27/05/2019,15:21:00,43.3,17.6,38.8,18.9
477,27/05/2019,15:21:10,43.3,17.6,38.8,18.9
478,27/05/2019,15:21:20,43.3,17.6,38.8,18.9
479,27/05/2019,15:21:30,43.3,17.6,38.8,18.9
480,27/05/2019,15:21:40,43.3,17.7,38.8,19.0
481,27/05/2019,15:21:50,43.3,17.7,38.8,19.0
482,27/05/2019,15:22:00,43.3,17.7,38.8,19.0
483,27/05/2019,15:22:10,43.3,17.7,38.8,19.0
484,27/05/2019,15:22:20,43.3,17.7,38.8,19.0
485,27/05/2019,15:22:30,43.3,17.7,38.8,19.0
486,27/05/2019,15:22:40,43.3,17.7,38.8,19.0
487,27/05/2019,15:22:50,43.2,17.7,38.8,19.0
488,27/05/2019,15:23:00,43.2,17.7,38.7,19.0
489,27/05/2019,15:23:10,43.2,17.7,38.7,19.0
490,27/05/2019,15:23:20,43.2,17.7,38.7,19.0
491,27/05/2019,15:23:30,43.2,17.7,38.7,19.0
492,27/05/2019,15:23:40,43.2,17.7,38.7,19.0
493,27/05/2019,15:23:50,43.2,17.7,38.7,19.0
494,27/05/2019,15:24:00,43.2,17.7,38.7,19.0
495,27/05/2019,15:24:10,43.2,17.7,38.7,19.0
496,27/05/2019,15:24:20,43.2,17.7,38.7,19.0
497,27/05/2019,15:24:30,43.1,17.7,38.7,19.1
498,27/05/2019,15:24:40,43.1,17.7,38.7,19.1
499,27/05/2019,15:24:50,43.1,17.7,38.7,19.1
500,27/05/2019,15:25:00,43.1,17.7,38.7,19.1
501,27/05/2019,15:25:10,43.1,17.7,38.6,19.1
502,27/05/2019,15:25:20,43.1,17.7,38.6,19.1
503,27/05/2019,15:25:30,43.1,17.7,38.6,19.1
504,27/05/2019,15:25:40,43.0,17.7,38.6,19.1
505,27/05/2019,15:25:50,43.0,17.7,38.6,19.1
506,27/05/2019,15:26:00,43.0,17.7,38.6,19.1
507,27/05/2019,15:26:10,43.0,17.7,38.6,19.1
508,27/05/2019,15:26:20,43.0,17.7,38.6,19.1
509,27/05/2019,15:26:30,43.0,17.7,38.6,19.1
510,27/05/2019,15:26:40,43.0,17.8,38.6,19.1
511,27/05/2019,15:26:50,43.0,17.8,38.6,19.1
512,27/05/2019,15:27:00,43.0,17.8,38.5,19.1
513,27/05/2019,15:27:10,43.0,17.8,38.5,19.1
514,27/05/2019,15:27:20,43.0,17.8,38.5,19.1
515,27/05/2019,15:27:30,43.0,17.8,38.5,19.1
516,27/05/2019,15:27:40,42.9,17.8,38.5,19.1
517,27/05/2019,15:27:50,42.9,17.8,38.5,19.1
518,27/05/2019,15:28:00,42.9,17.8,38.5,19.1
519,27/05/2019,15:28:10,42.9,17.8,38.5,19.1
520,27/05/2019,15:28:20,42.9,17.8,38.5,19.1
521,27/05/2019,15:28:30,42.8,17.8,38.5,19.1
522,27/05/2019,15:28:40,42.8,17.8,38.5,19.1
523,27/05/2019,15:28:50,42.8,17.8,38.4,19.1
524,27/05/2019,15:29:00,42.8,17.8,38.4,19.1
525,27/05/2019,15:29:10,42.8,17.8,38.4,19.1
526,27/05/2019,15:29:20,42.8,17.8,38.4,19.1
527,27/05/2019,15:29:30,42.8,17.8,38.4,19.1
528,27/05/2019,15:29:40,42.7,17.8,38.4,19.1
529,27/05/2019,15:29:50,42.7,17.8,38.4,19.1
530,27/05/2019,15:30:00,42.7,17.8,38.4,19.1
531,27/05/2019,15:30:10,42.7,17.8,38.3,19.1
532,27/05/2019,15:30:20,42.7,17.8,38.3,19.1
533,27/05/2019,15:30:30,42.7,17.8,38.4,19.1
534,27/05/2019,15:30:40,42.7,17.8,38.4,19.1
535,27/05/2019,15:30:50,42.7,17.8,38.4,19.2
536,27/05/2019,15:31:00,42.7,17.8,38.4,19.2
537,27/05/2019,15:31:10,42.7,17.8,38.3,19.2
538,27/05/2019,15:31:20,42.6,17.8,38.3,19.2
539,27/05/2019,15:31:30,42.7,17.8,38.3,19.2
540,27/05/2019,15:31:40,42.7,17.8,38.3,19.2
541,27/05/2019,15:31:50,42.6,17.8,38.3,19.2
542,27/05/2019,15:32:00,42.6,17.8,38.3,19.2
543,27/05/2019,15:32:10,42.6,17.8,38.3,19.2
544,27/05/2019,15:32:20,42.6,17.8,38.3,19.2
545,27/05/2019,15:32:30,42.6,17.8,38.3,19.2
546,27/05/2019,15:32:40,42.6,17.8,38.3,19.2
547,27/05/2019,15:32:50,42.6,17.8,38.2,19.1
548,27/05/2019,15:33:00,42.6,17.8,38.2,19.1
549,27/05/2019,15:33:10,42.6,17.8,38.2,19.1
550,27/05/2019,15:33:20,42.6,17.8,38.2,19.1
551,27/05/2019,15:33:30,42.5,17.8,38.2,19.1
552,27/05/2019,15:33:40,42.6,17.8,38.2,19.1
553,27/05/2019,15:33:50,42.5,17.8,38.3,19.2
554,27/05/2019,15:34:00,42.5,17.8,38.2,19.2
555,27/05/2019,15:34:10,42.5,17.8,38.2,19.2
556,27/05/2019,15:34:20,42.5,17.8,38.2,19.2
557,27/05/2019,15:34:30,42.5,17.8,38.2,19.2
558,27/05/2019,15:34:40,42.5,17.8,38.2,19.2
559,27/05/2019,15:34:50,42.5,17.8,38.2,19.2
560,27/05/2019,15:35:00,42.5,17.8,38.2,19.2
561,27/05/2019,15:35:10,42.5,17.8,38.2,19.2
562,27/05/2019,15:35:20,42.5,17.8,38.2,19.2
563,27/05/2019,15:35:30,42.5,17.8,38.2,19.2
564,27/05/2019,15:35:40,42.4,17.8,38.1,19.2
565,27/05/2019,15:35:50,42.4,17.8,38.1,19.2
566,27/05/2019,15:36:00,42.4,17.8,38.1,19.2
567,27/05/2019,15:36:10,42.4,17.8,38.1,19.2
568,27/05/2019,15:36:20,42.3,17.7,38.1,19.2
569,27/05/2019,15:36:30,42.3,17.7,38.1,19.2
570,27/05/2019,15:36:40,42.3,17.7,38.1,19.2
571,27/05/2019,15:36:50,42.3,17.7,38.1,19.2
572,27/05/2019,15:37:00,42.3,17.7,38.1,19.2
573,27/05/2019,15:37:10,42.3,17.7,38.1,19.2
574,27/05/2019,15:37:20,42.2,17.7,38.1,19.2
575,27/05/2019,15:37:30,42.2,17.7,38.0,19.2
576,27/05/2019,15:37:40,42.2,17.7,38.1,19.2
577,27/05/2019,15:37:50,42.2,17.7,38.0,19.2
578,27/05/2019,15:38:00,42.2,17.7,38.0,19.2
579,27/05/2019,15:38:10,42.2,17.7,38.0,19.2
580,27/05/2019,15:38:20,42.2,17.7,38.0,19.2
581,27/05/2019,15:38:30,42.2,17.7,38.0,19.2
582,27/05/2019,15:38:40,42.2,17.7,38.0,19.2
583,27/05/2019,15:38:50,42.2,17.8,38.0,19.2
584,27/05/2019,15:39:00,42.2,17.8,38.0,19.2
585,27/05/2019,15:39:10,42.2,17.8,38.0,19.2
586,27/05/2019,15:39:20,42.2,17.8,38.0,19.2
587,27/05/2019,15:39:30,42.1,17.8,38.0,19.2
588,27/05/2019,15:39:40,42.1,17.8,38.0,19.2
589,27/05/2019,15:39:50,42.1,17.8,37.9,19.2
590,27/05/2019,15:40:00,42.1,17.8,37.9,19.2
591,27/05/2019,15:40:10,42.1,17.8,37.9,19.2
592,27/05/2019,15:40:20,42.0,17.7,37.9,19.2
593,27/05/2019,15:40:30,42.0,17.7,37.9,19.2
594,27/05/2019,15:40:40,42.0,17.7,37.9,19.2
595,27/05/2019,15:40:50,42.0,17.7,37.9,19.2
596,27/05/2019,15:41:00,42.0,17.7,37.9,19.2
597,27/05/2019,15:41:10,42.0,17.7,37.9,19.2
598,27/05/2019,15:41:20,42.0,17.7,37.9,19.2
599,27/05/2019,15:41:30,41.9,17.7,37.8,19.2
600,27/05/2019,15:41:40,41.9,17.7,37.8,19.2
601,27/05/2019,15:41:50,41.9,17.7,37.8,19.2
602,27/05/2019,15:42:00,41.9,17.7,37.8,19.2
603,27/05/2019,15:42:10,41.9,17.7,37.8,19.2
604,27/05/2019,15:42:20,41.9,17.7,37.8,19.2
605,27/05/2019,15:42:30,41.9,17.7,37.8,19.2
606,27/05/2019,15:42:40,41.9,17.7,37.8,19.2
607,27/05/2019,15:42:50,41.9,17.7,37.8,19.2
608,27/05/2019,15:43:00,41.9,17.7,37.8,19.2
609,27/05/2019,15:43:10,41.9,17.7,37.7,19.2
610,27/05/2019,15:43:20,41.9,17.7,37.7,19.2
611,27/05/2019,15:43:30,41.9,17.7,37.7,19.2
612,27/05/2019,15:43:40,41.8,17.7,37.7,19.2
613,27/05/2019,15:43:50,41.8,17.7,37.7,19.2
614,27/05/2019,15:44:00,41.8,17.7,37.7,19.2
615,27/05/2019,15:44:10,41.8,17.7,37.7,19.2
616,27/05/2019,15:44:20,41.8,17.7,37.7,19.2
617,27/05/2019,15:44:30,41.8,17.7,37.7,19.2
618,27/05/2019,15:44:40,41.8,17.7,37.7,19.2
619,27/05/2019,15:44:50,41.8,17.8,37.7,19.2
620,27/05/2019,15:45:00,41.8,17.8,37.6,19.2
621,27/05/2019,15:45:10,41.8,17.8,37.6,19.2
622,27/05/2019,15:45:20,41.8,17.8,37.6,19.2
623,27/05/2019,15:45:30,41.8,17.8,37.6,19.2
624,27/05/2019,15:45:40,41.8,17.8,37.6,19.2
625,27/05/2019,15:45:50,41.8,17.8,37.6,19.2
626,27/05/2019,15:46:00,41.8,17.8,37.6,19.2
627,27/05/2019,15:46:10,41.8,17.8,37.6,19.2
628,27/05/2019,15:46:20,41.8,17.8,37.6,19.2
629,27/05/2019,15:46:30,41.8,17.8,37.6,19.2
630,27/05/2019,15:46:40,41.7,17.8,37.6,19.2
631,27/05/2019,15:46:50,41.7,17.8,37.6,19.2
632,27/05/2019,15:47:00,41.7,17.8,37.6,19.2
633,27/05/2019,15:47:10,41.7,17.8,37.6,19.2
634,27/05/2019,15:47:20,41.7,17.8,37.6,19.2
635,27/05/2019,15:47:30,41.7,17.8,37.6,19.2
636,27/05/2019,15:47:40,41.7,17.8,37.6,19.2
637,27/05/2019,15:47:50,41.6,17.7,37.6,19.2
638,27/05/2019,15:48:00,41.6,17.7,37.5,19.1
639,27/05/2019,15:48:10,41.6,17.7,37.5,19.1
640,27/05/2019,15:48:20,41.6,17.7,37.5,19.1
641,27/05/2019,15:48:30,41.5,17.7,37.5,19.1
642,27/05/2019,15:48:40,41.5,17.7,37.5,19.1
643,27/05/2019,15:48:50,41.5,17.7,37.5,19.1
644,27/05/2019,15:49:00,41.5,17.7,37.5,19.1
645,27/05/2019,15:49:10,41.5,17.7,37.4,19.1
646,27/05/2019,15:49:20,41.5,17.7,37.4,19.1
647,27/05/2019,15:49:30,41.5,17.7,37.4,19.1
648,27/05/2019,15:49:40,41.5,17.7,37.4,19.1
649,27/05/2019,15:49:50,41.5,17.7,37.4,19.1
650,27/05/2019,15:50:00,41.5,17.7,37.4,19.1
651,27/05/2019,15:50:10,41.5,17.7,37.4,19.1
652,27/05/2019,15:50:20,41.4,17.7,37.4,19.1
653,27/05/2019,15:50:30,41.4,17.7,37.4,19.1
654,27/05/2019,15:50:40,41.4,17.7,37.4,19.1
655,27/05/2019,15:50:50,41.4,17.7,37.4,19.1
656,27/05/2019,15:51:00,41.4,17.7,37.4,19.1
657,27/05/2019,15:51:10,41.4,17.7,37.3,19.1
658,27/05/2019,15:51:20,41.5,17.7,37.3,19.1
659,27/05/2019,15:51:30,41.4,17.8,37.3,19.1
660,27/05/2019,15:51:40,41.4,17.8,37.3,19.1
661,27/05/2019,15:51:50,41.4,17.8,37.3,19.1
662,27/05/2019,15:52:00,41.4,17.8,37.3,19.1
663,27/05/2019,15:52:10,41.3,17.8,37.4,19.1
664,27/05/2019,15:52:20,41.3,17.8,37.4,19.1
665,27/05/2019,15:52:30,41.3,17.8,37.3,19.1
666,27/05/2019,15:52:40,41.3,17.8,37.3,19.1
667,27/05/2019,15:52:50,41.3,17.8,37.3,19.1
668,27/05/2019,15:53:00,41.3,17.8,37.3,19.1
669,27/05/2019,15:53:10,41.3,17.8,37.3,19.1
670,27/05/2019,15:53:20,41.3,17.8,37.3,19.1
671,27/05/2019,15:53:30,41.2,17.8,37.2,19.1
672,27/05/2019,15:53:40,41.2,17.8,37.2,19.1
673,27/05/2019,15:53:50,41.2,17.8,37.2,19.1
674,27/05/2019,15:54:00,41.2,17.8,37.2,19.1
675,27/05/2019,15:54:10,41.3,17.9,37.2,19.1
676,27/05/2019,15:54:20,41.3,17.9,37.2,19.1
677,27/05/2019,15:54:30,41.3,17.9,37.2,19.1
678,27/05/2019,15:54:40,41.2,17.9,37.2,19.1
679,27/05/2019,15:54:50,41.2,17.9,37.2,19.1
680,27/05/2019,15:55:00,41.2,17.9,37.2,19.1
681,27/05/2019,15:55:10,41.2,17.9,37.2,19.1
682,27/05/2019,15:55:20,41.2,17.9,37.2,19.1
683,27/05/2019,15:55:30,41.2,17.9,37.2,19.1
684,27/05/2019,15:55:40,41.2,17.9,37.2,19.1
685,27/05/2019,15:55:50,41.1,17.9,37.2,19.2
686,27/05/2019,15:56:00,41.1,17.9,37.2,19.2
687,27/05/2019,15:56:10,41.1,17.9,37.2,19.2
688,27/05/2019,15:56:20,41.1,18.0,37.2,19.2
689,27/05/2019,15:56:30,41.1,18.0,37.2,19.2
690,27/05/2019,15:56:40,41.1,18.0,37.2,19.2
691,27/05/2019,15:56:50,41.1,18.0,37.2,19.2
692,27/05/2019,15:57:00,41.1,18.0,37.2,19.2
693,27/05/2019,15:57:10,41.1,18.0,37.2,19.2
694,27/05/2019,15:57:20,41.1,18.0,37.1,19.2
695,27/05/2019,15:57:30,41.1,18.0,37.1,19.2
696,27/05/2019,15:57:40,41.1,18.0,37.1,19.2
697,27/05/2019,15:57:50,41.1,18.0,37.1,19.2
698,27/05/2019,15:58:00,41.1,18.0,37.1,19.2
699,27/05/2019,15:58:10,41.1,18.0,37.1,19.2
700,27/05/2019,15:58:20,41.0,18.0,37.1,19.2
701,27/05/2019,15:58:30,41.0,18.0,37.1,19.2
702,27/05/2019,15:58:40,41.0,18.0,37.1,19.2
703,27/05/2019,15:58:50,41.0,18.0,37.1,19.2
704,27/05/2019,15:59:00,41.0,18.0,37.1,19.2
705,27/05/2019,15:59:10,41.0,18.0,37.1,19.2
706,27/05/2019,15:59:20,40.9,18.0,37.1,19.2
707,27/05/2019,15:59:30,40.9,18.0,37.0,19.2
708,27/05/2019,15:59:40,40.9,18.0,37.0,19.2
709,27/05/2019,15:59:50,40.9,18.0,37.0,19.2
710,27/05/2019,16:00:00,40.9,18.0,37.0,19.2
711,27/05/2019,16:00:10,40.9,18.0,37.0,19.2
712,27/05/2019,16:00:20,40.9,18.0,37.0,19.1
713,27/05/2019,16:00:30,40.9,18.0,36.9,19.1
714,27/05/2019,16:00:40,40.9,18.0,36.9,19.1
715,27/05/2019,16:00:50,40.9,18.0,36.9,19.1
716,27/05/2019,16:01:00,40.8,18.0,36.9,19.1
717,27/05/2019,16:01:10,40.8,18.0,36.9,19.1
718,27/05/2019,16:01:20,40.8,18.0,36.9,19.1
719,27/05/2019,16:01:30,40.8,18.0,36.9,19.1
720,27/05/2019,16:01:40,40.8,18.0,36.9,19.1
721,27/05/2019,16:01:50,40.8,18.0,36.9,19.1
722,27/05/2019,16:02:00,40.8,18.0,36.9,19.1
723,27/05/2019,16:02:10,40.8,18.0,36.9,19.1
724,27/05/2019,16:02:20,40.8,18.0,36.9,19.1
725,27/05/2019,16:02:30,40.8,18.0,36.9,19.1
726,27/05/2019,16:02:40,40.8,18.0,36.9,19.1
727,27/05/2019,16:02:50,40.7,18.0,36.9,19.1
728,27/05/2019,16:03:00,40.7,18.0,36.9,19.1
729,27/05/2019,16:03:10,40.7,18.0,36.9,19.1
730,27/05/2019,16:03:20,40.7,18.0,36.9,19.1
731,27/05/2019,16:03:30,40.7,18.0,36.9,19.0
732,27/05/2019,16:03:40,40.7,18.0,36.8,19.0
733,27/05/2019,16:03:50,40.7,18.0,36.8,19.0
734,27/05/2019,16:04:00,40.7,18.0,36.8,19.0
735,27/05/2019,16:04:10,40.7,18.0,36.8,19.0
736,27/05/2019,16:04:20,40.7,18.0,36.8,19.0
737,27/05/2019,16:04:30,40.7,18.0,36.8,19.0
738,27/05/2019,16:04:40,40.7,18.0,36.8,19.0
739,27/05/2019,16:04:50,40.7,18.0,36.8,19.0
740,27/05/2019,16:05:00,40.7,18.0,36.8,19.0
741,27/05/2019,16:05:10,40.6,18.0,36.8,19.0
742,27/05/2019,16:05:20,40.6,18.0,36.8,19.0
743,27/05/2019,16:05:30,40.6,18.0,36.8,19.0
744,27/05/2019,16:05:40,40.6,18.0,36.8,19.0
745,27/05/2019,16:05:50,40.6,18.0,36.8,19.0
746,27/05/2019,16:06:00,40.6,18.0,36.8,19.0
747,27/05/2019,16:06:10,40.6,18.0,36.8,19.0
748,27/05/2019,16:06:20,40.6,18.0,36.8,19.0
749,27/05/2019,16:06:30,40.6,18.0,36.8,19.0
750,27/05/2019,16:06:40,40.6,18.0,36.7,19.0
751,27/05/2019,16:06:50,40.6,18.0,36.8,19.0
752,27/05/2019,16:07:00,40.6,18.0,36.7,19.0
753,27/05/2019,16:07:10,40.5,18.0,36.7,19.0
754,27/05/2019,16:07:20,40.5,18.0,36.7,19.0
755,27/05/2019,16:07:30,40.5,18.0,36.7,19.0
756,27/05/2019,16:07:40,40.5,18.0,36.7,19.0
757,27/05/2019,16:07:50,40.4,17.9,36.7,19.0
758,27/05/2019,16:08:00,40.4,17.9,36.7,19.0
759,27/05/2019,16:08:10,40.4,17.9,36.7,19.0
760,27/05/2019,16:08:20,40.4,17.9,36.7,19.0
761,27/05/2019,16:08:30,40.4,17.9,36.7,19.0
762,27/05/2019,16:08:40,40.4,17.9,36.6,19.0
763,27/05/2019,16:08:50,40.4,17.9,36.6,19.0
764,27/05/2019,16:09:00,40.4,17.9,36.6,19.0
765,27/05/2019,16:09:10,40.4,17.9,36.6,19.0
766,27/05/2019,16:09:20,40.4,17.9,36.6,19.0
767,27/05/2019,16:09:30,40.4,17.9,36.6,19.0
768,27/05/2019,16:09:40,40.4,17.9,36.6,19.0
769,27/05/2019,16:09:50,40.4,17.9,36.6,19.0
770,27/05/2019,16:10:00,40.4,17.9,36.6,19.0
771,27/05/2019,16:10:10,40.4,17.9,36.6,19.0
772,27/05/2019,16:10:20,40.4,17.9,36.5,19.0
773,27/05/2019,16:10:30,40.3,17.8,36.5,19.0
774,27/05/2019,16:10:40,40.3,17.8,36.5,19.0
775,27/05/2019,16:10:50,40.3,17.8,36.5,19.0
776,27/05/2019,16:11:00,40.3,17.8,36.5,19.0
777,27/05/2019,16:11:10,40.3,17.8,36.5,19.0
778,27/05/2019,16:11:20,40.3,17.8,36.5,19.0
779,27/05/2019,16:11:30,40.2,17.8,36.5,19.0
780,27/05/2019,16:11:40,40.2,17.8,36.5,19.0
781,27/05/2019,16:11:50,40.2,17.8,36.5,19.0
782,27/05/2019,16:12:00,40.2,17.8,36.5,19.0
783,27/05/2019,16:12:10,40.2,17.8,36.5,19.0
784,27/05/2019,16:12:20,40.2,17.8,36.5,19.0
785,27/05/2019,16:12:30,40.2,17.8,36.5,19.0
786,27/05/2019,16:12:40,40.2,17.8,36.5,19.0
787,27/05/2019,16:12:50,40.2,17.8,36.5,19.0
788,27/05/2019,16:13:00,40.2,17.8,36.5,19.0
789,27/05/2019,16:13:10,40.1,17.7,36.5,19.0
790,27/05/2019,16:13:20,40.1,17.7,36.5,19.0
791,27/05/2019,16:13:30,40.1,17.7,36.4,19.0
792,27/05/2019,16:13:40,40.1,17.7,36.5,19.0
793,27/05/2019,16:13:50,40.1,17.7,36.5,19.0
794,27/05/2019,16:14:00,40.1,17.7,36.5,19.0
795,27/05/2019,16:14:10,40.1,17.7,36.4,19.0
796,27/05/2019,16:14:20,40.1,17.7,36.4,19.0
797,27/05/2019,16:14:30,40.1,17.7,36.4,19.0
798,27/05/2019,16:14:40,40.1,17.7,36.4,19.0
799,27/05/2019,16:14:50,40.1,17.7,36.4,19.0
800,27/05/2019,16:15:00,40.1,17.7,36.4,19.0
801,27/05/2019,16:15:10,40.1,17.7,36.4,19.0
802,27/05/2019,16:15:20,40.1,17.7,36.4,19.0
803,27/05/2019,16:15:30,40.0,17.7,36.4,19.0
804,27/05/2019,16:15:40,40.0,17.7,36.4,19.0
805,27/05/2019,16:15:50,40.0,17.7,36.4,19.0
806,27/05/2019,16:16:00,40.0,17.7,36.4,19.0
807,27/05/2019,16:16:10,40.0,17.7,36.3,19.0
808,27/05/2019,16:16:20,40.0,17.7,36.3,19.0
809,27/05/2019,16:16:30,40.0,17.7,36.3,18.9
810,27/05/2019,16:16:40,40.0,17.7,36.2,18.9
811,27/05/2019,16:16:50,40.0,17.7,36.2,18.9
812,27/05/2019,16:17:00,40.0,17.7,36.2,18.9
813,27/05/2019,16:17:10,39.9,17.6,36.2,18.9
814,27/05/2019,16:17:20,39.9,17.6,36.2,18.9
815,27/05/2019,16:17:30,39.9,17.6,36.2,18.9
816,27/05/2019,16:17:40,39.9,17.6,36.2,18.9
817,27/05/2019,16:17:50,39.9,17.6,36.2,18.9
818,27/05/2019,16:18:00,39.9,17.6,36.2,18.9
819,27/05/2019,16:18:10,39.9,17.6,36.2,18.9
820,27/05/2019,16:18:20,39.8,17.6,36.2,18.9
821,27/05/2019,16:18:30,39.8,17.6,36.2,18.9
822,27/05/2019,16:18:40,39.8,17.6,36.1,18.9
823,27/05/2019,16:18:50,39.8,17.6,36.1,18.9
824,27/05/2019,16:19:00,39.8,17.6,36.1,18.9
825,27/05/2019,16:19:10,39.8,17.6,36.2,18.9
826,27/05/2019,16:19:20,39.8,17.6,36.1,18.9
827,27/05/2019,16:19:30,39.8,17.6,36.1,18.9
828,27/05/2019,16:19:40,39.8,17.6,36.2,18.9
829,27/05/2019,16:19:50,39.8,17.6,36.1,18.9
830,27/05/2019,16:20:00,39.8,17.6,36.1,18.9
831,27/05/2019,16:20:10,39.8,17.6,36.1,18.9
832,27/05/2019,16:20:20,39.8,17.6,36.1,18.9
833,27/05/2019,16:20:30,39.7,17.6,36.1,18.9
834,27/05/2019,16:20:40,39.7,17.6,36.1,18.9
835,27/05/2019,16:20:50,39.7,17.6,36.1,18.9
836,27/05/2019,16:21:00,39.7,17.6,36.1,18.9
837,27/05/2019,16:21:10,39.7,17.6,36.1,18.9
838,27/05/2019,16:21:20,39.7,17.6,36.1,18.9
839,27/05/2019,16:21:30,39.7,17.6,36.1,18.9
840,27/05/2019,16:21:40,39.7,17.6,36.1,18.9
841,27/05/2019,16:21:50,39.7,17.6,36.1,18.9
842,27/05/2019,16:22:00,39.7,17.6,36.1,18.9
843,27/05/2019,16:22:10,39.7,17.6,36.1,18.9
844,27/05/2019,16:22:20,39.7,17.6,36.1,18.9
845,27/05/2019,16:22:30,39.7,17.6,36.1,18.9
846,27/05/2019,16:22:40,39.6,17.6,36.1,18.9
847,27/05/2019,16:22:50,39.6,17.6,36.1,18.9
848,27/05/2019,16:23:00,39.7,17.6,36.0,18.9
849,27/05/2019,16:23:10,39.6,17.6,36.0,18.9
850,27/05/2019,16:23:20,39.6,17.6,36.0,18.9
851,27/05/2019,16:23:30,39.6,17.6,36.0,18.9
852,27/05/2019,16:23:40,39.6,17.5,36.0,18.9
853,27/05/2019,16:23:50,39.6,17.5,36.0,18.9
854,27/05/2019,16:24:00,39.6,17.5,36.0,18.9
855,27/05/2019,16:24:10,39.6,17.5,36.0,18.9
856,27/05/2019,16:24:20,39.6,17.5,35.9,18.9
857,27/05/2019,16:24:30,39.6,17.5,35.9,18.9
858,27/05/2019,16:24:40,39.6,17.5,35.9,18.9
859,27/05/2019,16:24:50,39.6,17.5,35.9,18.9
860,27/05/2019,16:25:00,39.6,17.5,35.9,18.9
861,27/05/2019,16:25:10,39.5,17.5,36.0,18.9
862,27/05/2019,16:25:20,39.5,17.5,36.0,18.9
863,27/05/2019,16:25:30,39.5,17.5,35.9,18.9
864,27/05/2019,16:25:40,39.5,17.5,35.9,18.9
865,27/05/2019,16:25:50,39.5,17.5,35.9,18.9
866,27/05/2019,16:26:00,39.5,17.5,35.9,18.9
867,27/05/2019,16:26:10,39.5,17.5,35.9,18.9
868,27/05/2019,16:26:20,39.5,17.5,35.9,18.9
869,27/05/2019,16:26:30,39.4,17.5,35.9,18.9
870,27/05/2019,16:26:40,39.4,17.5,35.9,18.9
871,27/05/2019,16:26:50,39.4,17.5,35.9,18.9
872,27/05/2019,16:27:00,39.4,17.5,35.8,18.9
873,27/05/2019,16:27:10,39.4,17.5,35.8,18.9
874,27/05/2019,16:27:20,39.4,17.5,35.8,18.9
875,27/05/2019,16:27:30,39.4,17.5,35.8,18.9
876,27/05/2019,16:27:40,39.4,17.5,35.8,18.9
877,27/05/2019,16:27:50,39.4,17.5,35.8,18.9
878,27/05/2019,16:28:00,39.4,17.5,35.8,18.9
879,27/05/2019,16:28:10,39.4,17.5,35.8,18.9
880,27/05/2019,16:28:20,39.4,17.5,35.8,18.9
881,27/05/2019,16:28:30,39.4,17.5,35.8,18.9
882,27/05/2019,16:28:40,39.4,17.5,35.8,18.9
883,27/05/2019,16:28:50,39.4,17.5,35.8,18.9
884,27/05/2019,16:29:00,39.3,17.5,35.8,18.9
885,27/05/2019,16:29:10,39.3,17.5,35.8,18.9
886,27/05/2019,16:29:20,39.3,17.5,35.8,18.9
887,27/05/2019,16:29:30,39.3,17.5,35.8,18.9
888,27/05/2019,16:29:40,39.3,17.5,35.8,18.9
889,27/05/2019,16:29:50,39.3,17.5,35.8,18.9
