#,SW,SW (t),LW,LW (t),TP (ohm),Temp Probe (*C),TP (t),PT_6 (ohm),PT_6 (*C),PT_6 (t),PT_1 (ohm),PT_1 (*C),PT_1 (t),PT_2 (ohm),PT_2 (*C),PT_2 (t),PT_3 (ohm),PT_3 (*C),PT_3 (t),PT_4 (ohm),PT_4 (*C),PT_4 (t),PT_5 (ohm),PT_5 (*C),PT_5 (t)
2264,38.71924,56600.00,56.72754,55:54.6,108.6714,22.2611561,55:55.4,1192.972,23.57231477,55:56.2,1193.533,23.68620803,55:57.1,1184.115,21.77000587,55:58.0,1185.035,21.95758337,55:58.8,1247.865,-311.4320762,55:59.6,1193.854,23.75136279,56:00.4
2265,38.71875,56625.00,56.72754,56:19.6,108.6704,22.25858059,56:20.5,1192.961,23.57008125,56:21.3,1193.524,23.68438111,56:22.2,1184.105,21.76796651,56:23.0,1185.021,21.95472957,56:23.8,1247.854,-311.432963,56:24.6,1193.842,23.74892728,56:25.4
2266,38.71826,56650.00,56.72705,56:44.6,108.6685,22.25368713,56:45.4,1192.951,23.56805077,56:46.3,1193.513,23.6821482,56:47.1,1184.092,21.76531534,56:47.9,1185.009,21.95228344,56:48.7,1247.841,-311.4340111,56:49.6,1193.833,23.74710064,56:50.4
2267,38.71729,56675.00,56.72705,57:09.6,108.668,22.25239938,57:10.4,1192.94,23.56581723,57:11.2,1193.5,23.67950929,57:12.0,1184.085,21.76388777,57:12.9,1185,21.95044883,57:13.7,1247.831,-311.4348173,57:14.5,1193.82,23.74446214,57:15.3
2268,38.71729,56700.00,56.72607,57:34.5,108.6675,22.25111163,57:35.3,1192.929,23.56358368,57:36.1,1193.49,23.67747935,57:36.9,1184.072,21.76123657,57:37.8,1184.99,21.94841037,57:38.6,1247.821,-311.4356236,57:39.4,1193.81,23.74243252,57:40.3
2269,38.71729,56725.00,56.72559,57:59.5,108.666,22.24724838,58:00.3,1192.922,23.56216233,58:01.1,1193.481,23.6756524,58:02.0,1184.064,21.75960505,58:02.8,1184.98,21.94637189,58:03.6,1247.811,-311.4364298,58:04.5,1193.801,23.74060585,58:05.3
2270,38.7168,56750.00,56.72559,58:24.5,108.666,22.24724838,58:25.3,1192.912,23.56013181,58:26.2,1193.471,23.67362244,58:27.0,1184.052,21.75715776,58:27.8,1184.969,21.94412956,58:28.7,1247.805,-311.4369136,58:29.5,1193.79,23.73837325,58:30.3
2271,38.71631,56775.00,56.72461,58:49.5,108.6646,22.24364268,58:50.4,1192.902,23.55810128,58:51.2,1193.458,23.67098347,58:52.1,1184.043,21.75532229,58:52.9,1184.958,21.94188722,58:53.7,1247.789,-311.4382036,58:54.6,1193.779,23.73614063,58:55.4
2272,38.71631,56800.00,56.72363,59:14.6,108.6646,22.24364268,59:15.4,1192.887,23.55505547,59:16.2,1193.448,23.66895349,59:17.1,1184.029,21.75246709,59:17.9,1184.948,21.93984871,59:18.7,1247.777,-311.4391711,59:19.5,1193.77,23.73431393,59:20.4
2273,38.71631,56825.00,56.72412,59:39.6,108.6626,22.23849169,59:40.4,1192.879,23.55343103,59:41.2,1193.44,23.6673295,59:42.0,1184.02,21.75063159,59:42.9,1184.941,21.93842176,59:43.7,1247.765,-311.4401386,59:44.5,1193.756,23.73147239,59:45.3
2274,38.71631,56850.00,56.72266,00:04.5,108.6621,22.23720394,00:05.3,1192.866,23.5507913,00:06.2,1193.428,23.66489349,00:07.0,1184.008,21.74818425,00:07.8,1184.927,21.93556782,00:08.6,1247.753,-311.4411061,00:09.5,1193.747,23.72964567,00:10.3
2275,38.71582,56875.00,56.72314,00:29.5,108.6611,22.23462845,00:30.3,1192.854,23.54835461,00:31.1,1193.419,23.66306648,00:32.0,1183.998,21.74614478,00:32.8,1184.918,21.93373314,00:33.7,1247.742,-311.441993,00:34.5,1193.739,23.72802192,00:35.3
2276,38.71533,56900.00,56.72217,00:54.5,108.6602,22.23231051,00:55.3,1192.843,23.54612097,00:56.2,1193.409,23.66103646,00:57.0,1183.987,21.74390136,00:57.8,1184.91,21.93210231,00:58.7,1247.731,-311.4428799,00:59.5,1193.728,23.72578925,01:00.3
2277,38.71533,56925.00,56.72168,01:19.5,108.6592,22.22973502,01:20.4,1192.834,23.54429343,01:21.2,1193.4,23.65920943,01:22.0,1183.978,21.74206583,01:22.9,1184.899,21.9298599,01:23.7,1247.722,-311.4436056,01:24.5,1193.719,23.7239625,01:25.4
2278,38.71436,56950.00,56.72168,01:44.6,108.6587,22.22844728,01:45.4,1192.823,23.54205976,01:46.2,1193.385,23.65616437,01:47.1,1183.969,21.74023028,01:47.9,1184.886,21.92720976,01:48.7,1247.711,-311.4444925,01:49.5,1193.706,23.72132386,01:50.3
2279,38.71436,56975.00,56.72168,02:09.5,108.6572,22.22458405,02:10.3,1192.813,23.54002915,02:11.2,1193.38,23.65514934,02:12.0,1183.959,21.73819078,02:12.8,1184.877,21.92537504,02:13.6,1247.701,-311.4452988,02:14.5,1193.699,23.71990305,02:15.3
2280,38.71387,57000.00,56.72119,02:34.5,108.6582,22.22715953,02:35.3,1192.801,23.5375924,02:36.1,1193.367,23.65251026,02:36.9,1183.948,21.73594732,02:37.8,1184.866,21.9231326,02:38.6,1247.688,-311.4463469,02:39.4,1193.685,23.71706141,02:40.2
2281,38.71338,57025.00,56.72021,02:59.4,108.6562,22.22200857,03:00.2,1192.79,23.53535869,03:01.0,1193.356,23.65027718,03:01.9,1183.937,21.73370384,03:02.7,1184.855,21.92089014,03:03.5,1247.678,-311.4471532,03:04.4,1193.675,23.71503165,03:05.2
2282,38.71387,57050.00,56.71973,03:24.4,108.6553,22.21969064,03:25.2,1192.783,23.53393724,03:26.1,1193.347,23.6484501,03:26.9,1183.929,21.73207221,03:27.8,1184.847,21.91925925,03:28.6,1247.667,-311.4480402,03:29.4,1193.665,23.71300188,03:30.3
2283,38.7124,57075.00,56.71875,03:49.5,108.6543,22.21711516,03:50.3,1192.771,23.53150045,03:51.2,1193.337,23.64642001,03:52.0,1183.916,21.72942081,03:52.8,1184.836,21.91701677,03:53.6,1247.66,-311.4486046,03:54.5,1193.653,23.71056615,03:55.3
2284,38.71338,57100.00,56.71924,04:14.5,108.6533,22.21453968,04:15.3,1192.763,23.52987592,04:16.2,1193.327,23.64438991,04:17.0,1183.908,21.72778916,04:17.8,1184.825,21.91477428,04:18.7,1247.646,-311.4497334,04:19.5,1193.643,23.70853636,04:20.3
2285,38.71338,57125.00,56.71875,04:39.5,108.6528,22.21325194,04:40.3,1192.749,23.52703297,04:41.2,1193.316,23.64215678,04:42.0,1183.897,21.72554564,04:42.8,1184.817,21.91314337,04:43.6,1247.635,-311.4506204,04:44.4,1193.632,23.70630358,04:45.3
2286,38.71191,57150.00,56.71826,05:04.5,108.6523,22.21196421,05:05.3,1192.737,23.52459614,05:06.1,1193.307,23.64032967,05:07.0,1183.885,21.72309815,05:07.8,1184.807,21.91110473,05:08.6,1247.624,-311.4515073,05:09.5,1193.623,23.70447675,05:10.3
2287,38.71143,57175.00,56.71777,05:29.4,108.6514,22.20964628,05:30.3,1192.726,23.52236237,05:31.1,1193.297,23.63829954,05:31.9,1183.874,21.7208546,05:32.7,1184.795,21.90865834,05:33.6,1247.614,-311.4523136,05:34.4,1193.612,23.70224395,05:35.2
2288,38.71094,57200.00,56.7168,05:54.4,108.6509,22.20835855,05:55.2,1192.717,23.52053472,05:56.1,1193.287,23.63626939,05:56.9,1183.864,21.71881501,05:57.7,1184.788,21.90723127,05:58.6,1247.603,-311.4532006,05:59.4,1193.604,23.70062009,06:00.2
2289,38.71191,57225.00,56.71777,06:19.4,108.6494,22.20449534,06:20.3,1192.705,23.51809786,06:21.1,1193.275,23.63383321,06:21.9,1183.852,21.71636748,06:22.8,1184.774,21.90437712,06:23.6,1247.591,-311.4541682,06:24.4,1193.593,23.69838727,06:25.2
2290,38.71094,57250.00,56.71533,06:44.4,108.6489,22.20320761,06:45.3,1192.696,23.5162702,06:46.1,1193.264,23.63160002,06:46.9,1183.843,21.71453182,06:47.8,1184.767,21.90295004,06:48.6,1247.582,-311.4548939,06:49.4,1193.584,23.6965604,06:50.3
2291,38.71143,57275.00,56.71533,07:09.4,108.6479,22.20063214,07:10.2,1192.686,23.51423945,07:11.1,1193.254,23.62956985,07:11.9,1183.834,21.71269615,07:12.7,1184.754,21.90029973,07:13.5,1247.571,-311.4557808,07:14.3,1193.571,23.69392159,07:15.2
2292,38.71045,57300.00,56.71484,07:34.3,108.646,22.19573876,07:35.2,1192.678,23.51261485,07:36.0,1193.248,23.62835174,07:36.8,1183.827,21.71126841,07:37.7,1184.747,21.89887263,07:38.5,1247.563,-311.4564259,07:39.3,1193.565,23.69270367,07:40.1
2293,38.70996,57325.00,56.71582,07:59.3,108.647,22.19831422,08:00.1,1192.668,23.51058409,08:01.0,1193.235,23.62571248,08:01.8,1183.819,21.70963669,08:02.6,1184.735,21.89642617,08:03.5,1247.551,-311.4573935,08:04.3,1193.553,23.69026781,08:05.1
2294,38.71045,57350.00,56.71533,08:24.3,108.6455,22.19445103,08:25.1,1192.659,23.5087564,08:25.9,1193.226,23.6238853,08:26.8,1183.809,21.70759704,08:27.6,1184.728,21.89499906,08:28.4,1247.542,-311.4581192,08:29.3,1193.543,23.68823793,08:30.1
2295,38.70947,57375.00,56.71436,08:49.3,108.644,22.19058784,08:50.1,1192.647,23.50631946,08:51.0,1193.216,23.62185509,08:51.8,1183.798,21.70535341,08:52.6,1184.717,21.89275645,08:53.5,1247.53,-311.4590868,08:54.3,1193.532,23.68600504,08:55.2
2296,38.70947,57400.00,56.71338,09:14.4,108.6445,22.19187557,09:15.2,1192.638,23.50449175,09:16.0,1193.205,23.61962184,09:16.8,1183.785,21.70270183,09:17.7,1184.707,21.8907177,09:18.5,1247.525,-311.45949,09:19.3,1193.524,23.68438111,09:20.1
2297,38.7085,57425.00,56.71387,09:39.4,108.6431,22.18826993,09:40.2,1192.629,23.50266403,09:41.0,1193.195,23.6175916,09:41.9,1183.775,21.70066214,09:42.7,1184.696,21.88847507,09:43.5,1247.508,-311.4608608,09:44.3,1193.512,23.68194521,09:45.1
2298,38.7085,57450.00,56.7124,10:04.3,108.6426,22.1869822,10:05.1,1192.613,23.49941473,10:06.0,1193.185,23.61556136,10:06.8,1183.764,21.69841847,10:07.6,1184.686,21.8864363,10:08.4,1247.497,-311.4617478,10:09.2,1193.5,23.67950929,10:10.1
2299,38.7085,57475.00,56.71191,10:29.3,108.6416,22.18440675,10:30.1,1192.604,23.49758698,10:30.9,1193.175,23.6135311,10:31.8,1183.754,21.69637876,10:32.6,1184.678,21.88480528,10:33.4,1247.485,-311.4627155,10:34.3,1193.491,23.67768235,10:35.1
2300,38.70752,57500.00,56.71191,10:54.2,108.6401,22.18054357,10:55.1,1192.592,23.49514998,10:55.9,1193.167,23.61190689,10:56.7,1183.743,21.69413507,10:57.5,1184.668,21.88276649,10:58.4,1247.474,-311.4636025,10:59.2,1193.482,23.67585539,11:00.1
2301,38.70801,57525.00,56.71045,11:19.3,108.6382,22.17565022,11:20.1,1192.583,23.49332222,11:20.9,1193.156,23.60967359,11:21.8,1183.735,21.69250328,11:22.6,1184.657,21.88052381,11:23.5,1247.463,-311.4644895,11:24.3,1193.472,23.67382543,11:25.1
2302,38.70752,57550.00,56.71094,11:44.4,108.6387,22.17693794,11:45.2,1192.573,23.49129136,11:46.0,1193.145,23.60744028,11:46.8,1183.722,21.68985162,11:47.7,1184.645,21.87807724,11:48.5,1247.453,-311.4652959,11:49.3,1193.463,23.67199846,11:50.1
2303,38.70752,57575.00,56.71094,12:09.3,108.6377,22.1743625,12:10.2,1192.562,23.48905741,12:11.0,1193.136,23.60561301,12:11.8,1183.714,21.68821982,12:12.7,1184.639,21.87685395,12:13.5,1247.444,-311.4660216,12:14.4,1193.452,23.66976548,12:15.2
2304,38.70654,57600.00,56.70947,12:34.3,108.6372,22.17307477,12:35.2,1192.552,23.48702653,12:36.0,1193.121,23.60256755,12:36.8,1183.701,21.68556813,12:37.6,1184.625,21.87399959,12:38.4,1247.432,-311.4669893,12:39.2,1193.438,23.6669235,12:40.1
2305,38.70654,57625.00,56.70996,12:59.3,108.6367,22.17178705,13:00.1,1192.542,23.48499565,13:00.9,1193.113,23.6009433,13:01.7,1183.694,21.68414029,13:02.6,1184.615,21.87196075,13:03.4,1247.422,-311.4677957,13:04.2,1193.43,23.6652995,13:05.1
2306,38.70557,57650.00,56.70898,13:24.3,108.6353,22.16818143,13:25.1,1192.531,23.48276166,13:25.9,1193.104,23.599116,13:26.7,1183.687,21.68271245,13:27.6,1184.606,21.87012579,13:28.4,1247.412,-311.4686021,13:29.2,1193.419,23.66306648,13:30.0
2307,38.70654,57675.00,56.7085,13:49.2,108.6357,22.16921161,13:50.0,1192.525,23.48154312,13:50.9,1193.097,23.59769477,13:51.7,1183.677,21.68067266,13:52.6,1184.598,21.8684947,13:53.4,1247.402,-311.4694085,13:54.2,1193.411,23.66144247,13:55.0
2308,38.70605,57700.00,56.70752,14:14.3,108.6333,22.16303055,14:15.1,1192.514,23.47930911,14:15.9,1193.086,23.59546139,14:16.8,1183.667,21.67863286,14:17.6,1184.587,21.86625195,14:18.4,1247.392,-311.4702149,14:19.2,1193.401,23.65941244,14:20.1
2309,38.70508,57725.00,56.70801,14:39.3,108.6328,22.16174284,14:40.1,1192.505,23.47748128,14:41.0,1193.078,23.59383711,14:41.8,1183.654,21.67598111,14:42.6,1184.577,21.86421307,14:43.4,1247.385,-311.4707793,14:44.3,1193.391,23.6573824,14:45.1
2310,38.70508,57750.00,56.70752,15:04.3,108.6323,22.16045512,15:05.1,1192.49,23.47443487,15:06.0,1193.068,23.59180675,15:06.8,1183.643,21.67373731,15:07.6,1184.566,21.86197029,15:08.4,1247.371,-311.4719083,15:09.3,1193.379,23.65494634,15:10.1
2311,38.70508,57775.00,56.70703,15:29.2,108.6323,22.16045512,15:30.1,1192.481,23.47260702,15:30.9,1193.057,23.58957334,15:31.7,1183.634,21.67190146,15:32.5,1184.558,21.86033917,15:33.4,1247.361,-311.4727147,15:34.2,1193.371,23.65332229,15:35.0
2312,38.70459,57800.00,56.70703,15:54.2,108.6313,22.15787968,15:55.0,1192.472,23.47077916,15:55.8,1193.05,23.58815207,15:56.7,1183.625,21.6700656,15:57.5,1184.55,21.85870804,15:58.3,1247.351,-311.4735211,15:59.2,1193.361,23.65129222,16:00.0
2313,38.70459,57825.00,56.70557,16:19.2,108.6299,22.15427408,16:20.0,1192.462,23.46874819,16:20.8,1193.04,23.58612168,16:21.6,1183.614,21.66782177,16:22.5,1184.542,21.85707691,16:23.3,1247.343,-311.4741663,16:24.1,1193.356,23.65027718,16:25.0
2314,38.7041,57850.00,56.70605,16:44.2,108.6294,22.15298636,16:45.0,1192.451,23.46651412,16:45.8,1193.028,23.5836852,16:46.7,1183.604,21.66578191,16:47.5,1184.532,21.85503799,16:48.4,1247.329,-311.4752953,16:49.2,1193.344,23.64784108,16:50.0
2315,38.7041,57875.00,56.70605,17:09.2,108.6279,22.14912322,17:10.0,1192.44,23.46428003,17:10.9,1193.02,23.58206087,17:11.7,1183.594,21.66374204,17:12.5,1184.519,21.85238737,17:13.3,1247.318,-311.4761823,17:14.2,1193.333,23.64560797,17:15.0
2316,38.70361,57900.00,56.70459,17:34.2,108.6284,22.15041093,17:35.0,1192.431,23.46245213,17:35.9,1193.01,23.58003045,17:36.7,1183.584,21.66170216,17:37.5,1184.507,21.84994063,17:38.4,1247.309,-311.4769081,17:39.2,1193.322,23.64337485,17:40.0
2317,38.70361,57925.00,56.70459,17:59.2,108.627,22.14680534,18:00.0,1192.417,23.45960872,18:00.8,1192.995,23.5769848,18:01.6,1183.574,21.65966227,18:02.4,1184.498,21.84810557,18:03.2,1247.296,-311.4779565,18:04.1,1193.311,23.64114172,18:04.9
2318,38.70264,57950.00,56.70459,18:24.1,108.6265,22.14551763,18:24.9,1192.411,23.45839011,18:25.7,1192.988,23.57556349,18:26.5,1183.565,21.65782635,18:27.4,1184.488,21.8460666,18:28.2,1247.286,-311.4787629,18:29.1,1193.299,23.63870556,18:29.9
2319,38.70215,57975.00,56.7041,18:49.1,108.625,22.14165449,18:49.9,1192.398,23.45574977,18:50.7,1192.976,23.57312695,18:51.5,1183.554,21.65558245,18:52.4,1184.477,21.84382372,18:53.2,1247.274,-311.4797307,18:54.0,1193.29,23.63687844,18:54.8
2320,38.70166,58000.00,56.70361,19:14.1,108.625,22.14165449,19:14.9,1192.391,23.45432804,19:15.7,1192.966,23.57109649,19:16.6,1183.544,21.65354253,19:17.4,1184.469,21.84219253,19:18.2,1247.265,-311.4804565,19:19.1,1193.279,23.63464527,19:19.9
2321,38.70166,58025.00,56.70215,19:39.1,108.6235,22.13779136,19:40.0,1192.38,23.45209389,19:40.8,1192.956,23.56906601,19:41.6,1183.533,21.65129861,19:42.4,1184.458,21.83994964,19:43.3,1247.254,-311.4813436,19:44.1,1193.269,23.63261511,19:44.9
2322,38.70215,58050.00,56.70215,20:04.1,108.6216,22.13289807,20:04.9,1192.371,23.45026594,20:05.8,1192.948,23.56744163,20:06.6,1183.524,21.64946266,20:07.4,1184.448,21.83791063,20:08.3,1247.248,-311.4818275,20:09.1,1193.26,23.63078795,20:09.9
2323,38.70215,58075.00,56.70312,20:29.1,108.6226,22.13547349,20:29.9,1192.356,23.44721933,20:30.7,1192.937,23.56520809,20:31.6,1183.512,21.64701472,20:32.4,1184.439,21.83607551,20:33.2,1247.234,-311.4829565,20:34.0,1193.25,23.62875777,20:34.9
2324,38.70117,58100.00,56.70264,20:54.0,108.6211,22.13161036,20:54.9,1192.348,23.44559447,20:55.7,1192.926,23.56297453,20:56.5,1183.502,21.64497475,20:57.3,1184.429,21.83403648,20:58.2,1247.223,-311.4838436,20:59.0,1193.243,23.62733664,20:59.8
2325,38.7002,58125.00,56.70068,21:19.0,108.6211,22.13161036,21:19.8,1192.336,23.44315716,21:20.7,1192.917,23.56114707,21:21.5,1183.492,21.64293478,21:22.3,1184.421,21.83240525,21:23.2,1247.212,-311.4847307,21:24.0,1193.23,23.62469738,21:24.8
2326,38.69971,58150.00,56.70117,21:44.0,108.6201,22.12903495,21:44.8,1192.326,23.44112606,21:45.6,1192.907,23.55911655,21:46.5,1183.482,21.64089479,21:47.4,1184.412,21.83057011,21:48.2,1247.205,-311.4852953,21:49.0,1193.223,23.62327624,21:49.8
2327,38.70068,58175.00,56.7002,22:09.0,108.6187,22.12542938,22:09.9,1192.316,23.43909494,22:10.7,1192.896,23.55688296,22:11.6,1183.475,21.6394668,22:12.4,1184.402,21.82853106,22:13.2,1247.192,-311.4863437,22:14.0,1193.211,23.62083998,22:14.9
2328,38.69971,58200.00,56.70117,22:34.1,108.6191,22.12645954,22:34.9,1192.307,23.43726693,22:35.8,1192.887,23.55505547,22:36.6,1183.463,21.6370188,22:37.4,1184.391,21.82628808,22:38.2,1247.182,-311.4871502,22:39.1,1193.202,23.61901277,22:39.9
2329,38.69971,58225.00,56.7002,22:59.1,108.6177,22.12285397,22:59.9,1192.296,23.43503269,23:00.8,1192.878,23.55322798,23:01.6,1183.457,21.63579479,23:02.4,1184.382,21.82445292,23:03.2,1247.172,-311.4879567,23:04.1,1193.192,23.61698253,23:04.9
2330,38.69922,58250.00,56.69922,23:24.1,108.6162,22.11899086,23:24.9,1192.286,23.43300155,23:25.7,1192.867,23.55099436,23:26.5,1183.443,21.63293876,23:27.3,1184.371,21.82220992,23:28.1,1247.16,-311.4889244,23:29.0,1193.179,23.61434321,23:29.8
2331,38.69971,58275.00,56.69824,23:49.0,108.6152,22.11641546,23:49.8,1192.279,23.43157974,23:50.6,1192.856,23.54876073,23:51.5,1183.436,21.63151074,23:52.3,1184.36,21.81996691,23:53.1,1247.15,-311.4897309,23:54.0,1193.172,23.61292202,23:54.8
2332,38.69873,58300.00,56.69775,24:14.0,108.6152,22.11641546,24:14.8,1192.265,23.42873611,24:15.6,1192.845,23.54652709,24:16.5,1183.426,21.6294707,24:17.3,1184.351,21.81813172,24:18.2,1247.143,-311.4902955,24:19.0,1193.161,23.61068873,24:19.8
2333,38.69922,58325.00,56.69873,24:39.0,108.6143,22.11409759,24:39.8,1192.26,23.42772053,24:40.7,1192.837,23.54490261,24:41.5,1183.417,21.62763465,24:42.4,1184.342,21.81629651,24:43.2,1247.131,-311.4912633,24:44.0,1193.152,23.60886148,24:44.8
2334,38.69824,58350.00,56.69775,25:04.1,108.6123,22.1089468,25:04.9,1192.246,23.42487688,25:05.7,1192.825,23.54246589,25:06.6,1183.402,21.62457456,25:07.4,1184.329,21.81364565,25:08.2,1247.118,-311.4923117,25:09.0,1193.141,23.60662816,25:09.9
2335,38.69873,58375.00,56.69678,25:29.1,108.6118,22.1076591,25:29.9,1192.24,23.42365816,25:30.7,1192.816,23.54063833,25:31.6,1183.394,21.6229425,25:32.4,1184.321,21.81201434,25:33.2,1247.114,-311.4926343,25:34.0,1193.131,23.60459786,25:34.9
2336,38.69775,58400.00,56.69727,25:54.0,108.6104,22.10405355,25:54.8,1192.226,23.42081448,25:55.7,1192.808,23.53901384,25:56.5,1183.384,21.62090242,25:57.3,1184.312,21.8101791,25:58.1,1247.098,-311.4939248,25:59.0,1193.121,23.60256755,25:59.8
2337,38.69727,58425.00,56.69629,26:18.9,108.6104,22.10405355,26:19.8,1192.216,23.41878327,26:20.6,1192.8,23.53738933,26:21.5,1183.376,21.61927034,26:22.3,1184.306,21.80895561,26:23.1,1247.088,-311.4947313,26:23.9,1193.113,23.6009433,26:24.8
2338,38.6958,58450.00,56.6958,26:44.0,108.6094,22.10147815,26:44.8,1192.204,23.4163458,26:45.6,1192.788,23.53495256,26:46.5,1183.363,21.61661821,26:47.3,1184.295,21.80671253,26:48.2,1247.077,-311.4956184,26:49.0,1193.1,23.59830387,26:49.8
2339,38.6958,58475.00,56.69482,27:09.0,108.6094,22.10147815,27:09.8,1192.196,23.41472082,27:10.6,1192.78,23.53332804,27:11.5,1183.354,21.61478211,27:12.3,1184.286,21.80487728,27:13.1,1247.07,-311.496183,27:14.0,1193.095,23.5972887,27:14.8
2340,38.69727,58500.00,56.69531,27:34.0,108.6074,22.09632738,27:34.9,1192.185,23.41248645,27:35.7,1192.769,23.53109432,27:36.5,1183.345,21.612946,27:37.4,1184.276,21.8028381,27:38.2,1247.057,-311.4972315,27:39.0,1193.081,23.59444622,27:39.8
2341,38.69629,58525.00,56.69434,27:59.0,108.6069,22.09503968,27:59.9,1192.176,23.41065832,28:00.7,1192.761,23.52946978,28:01.5,1183.335,21.61090586,28:02.3,1184.264,21.80039106,28:03.2,1247.047,-311.498038,28:04.0,1193.075,23.593228,28:04.8
2342,38.6958,58550.00,56.69287,28:24.0,108.6064,22.09375199,28:24.8,1192.165,23.40842393,28:25.6,1192.748,23.5268299,28:26.5,1183.327,21.60927375,28:27.3,1184.251,21.79774009,28:28.1,1247.035,-311.4990059,28:28.9,1193.063,23.59079156,28:29.8
2343,38.69434,58575.00,56.69287,28:48.9,108.6055,22.09143414,28:49.7,1192.154,23.40618953,28:50.6,1192.738,23.52479921,28:51.4,1183.314,21.60662155,28:52.2,1184.243,21.79610872,28:53.0,1247.024,-311.4998931,28:53.8,1193.052,23.58855815,28:54.6
2344,38.69531,58600.00,56.69287,29:13.9,108.605,22.09014645,29:14.7,1192.149,23.40517389,29:15.5,1192.73,23.52317465,29:16.4,1183.309,21.60560147,29:17.2,1184.236,21.79468126,29:18.0,1247.015,-311.500619,29:18.9,1193.042,23.58652776,29:19.7
2345,38.69531,58625.00,56.69287,29:38.9,108.6035,22.08628338,29:39.7,1192.14,23.40334573,29:40.6,1192.722,23.52155008,29:41.4,1183.299,21.6035613,29:42.2,1184.227,21.79284596,29:43.1,1247.011,-311.5009416,29:43.9,1193.035,23.58510648,29:44.7
2346,38.69336,58650.00,56.69238,30:03.9,108.6035,22.08628338,30:04.7,1192.13,23.40131443,30:05.6,1192.711,23.51931629,30:06.4,1183.29,21.60172514,30:07.3,1184.217,21.79080671,30:08.1,1246.996,-311.5021514,30:08.9,1193.023,23.58267,30:09.7
2347,38.69336,58675.00,56.69141,30:28.9,108.603,22.08499569,30:29.8,1192.115,23.39826747,30:30.6,1192.7,23.51708249,30:31.4,1183.276,21.59886888,30:32.2,1184.206,21.78856354,30:33.1,1246.984,-311.5031193,30:33.9,1193.013,23.58063958,30:34.7
2348,38.69434,58700.00,56.69189,30:53.9,108.6021,22.08267785,30:54.8,1192.109,23.39704867,30:55.6,1192.692,23.5154579,30:56.4,1183.268,21.59723672,30:57.2,1184.2,21.78733998,30:58.1,1246.975,-311.5038452,30:58.9,1193.002,23.57840611,30:59.7
2349,38.69336,58725.00,56.69189,31:18.9,108.6011,22.08010247,31:19.7,1192.097,23.39461108,31:20.5,1192.682,23.51342715,31:21.4,1183.257,21.59499248,31:22.2,1184.186,21.784485,31:23.0,1246.963,-311.504813,31:23.8,1192.994,23.57678176,31:24.6
2350,38.69385,58750.00,56.68994,31:43.8,108.5996,22.07623941,31:44.7,1192.084,23.39197033,31:45.5,1192.672,23.5113964,31:46.3,1183.249,21.59336031,31:47.2,1184.181,21.78346536,31:48.0,1246.954,-311.5055389,31:48.8,1192.987,23.57536045,31:49.7
2351,38.69336,58775.00,56.69043,32:08.9,108.5986,22.07366404,32:09.7,1192.074,23.38993898,32:10.5,1192.663,23.50956871,32:11.4,1183.238,21.59111605,32:12.2,1184.17,21.78122214,32:13.0,1246.944,-311.5063455,32:13.8,1192.975,23.5729239,32:14.7
2352,38.69336,58800.00,56.68994,32:33.9,108.5981,22.07237636,32:34.7,1192.065,23.38811075,32:35.5,1192.654,23.50774101,32:36.4,1183.228,21.58907581,32:37.2,1184.159,21.77897891,32:38.1,1246.934,-311.5071521,32:38.9,1192.965,23.57089344,32:39.7
2353,38.69336,58825.00,56.68945,32:58.9,108.5977,22.07134621,32:59.8,1192.055,23.38607938,33:00.6,1192.641,23.50510099,33:01.4,1183.217,21.58683154,33:02.2,1184.146,21.77632781,33:03.0,1246.923,-311.5080393,33:03.9,1192.953,23.56845687,33:04.7
2354,38.69287,58850.00,56.68896,33:23.9,108.5962,22.06748316,33:24.7,1192.044,23.38384486,33:25.5,1192.633,23.50347635,33:26.4,1183.208,21.5849953,33:27.2,1184.138,21.77469635,33:28.0,1246.913,-311.5088459,33:28.8,1192.947,23.56723858,33:29.7
2355,38.69141,58875.00,56.68896,33:48.8,108.5957,22.06619547,33:49.6,1192.035,23.3820166,33:50.5,1192.623,23.50144554,33:51.3,1183.201,21.58356711,33:52.1,1184.128,21.77265702,33:52.9,1246.902,-311.5097332,33:53.8,1192.937,23.56520809,33:54.6
2356,38.69189,58900.00,56.68799,34:13.8,108.5957,22.06619547,34:14.6,1192.024,23.37978206,34:15.4,1192.614,23.49961781,34:16.2,1183.19,21.58132281,34:17.1,1184.119,21.77082161,34:17.9,1246.891,-311.5106204,34:18.7,1192.925,23.56277148,34:19.6
2357,38.69141,58925.00,56.68701,34:38.8,108.5942,22.06233243,34:39.6,1192.018,23.37856321,34:40.5,1192.603,23.4973839,34:41.3,1183.181,21.57948655,34:42.1,1184.108,21.76857832,34:42.9,1246.88,-311.5115077,34:43.8,1192.915,23.56074097,34:44.6
2358,38.69189,58950.00,56.6875,35:03.8,108.5933,22.0600146,35:04.7,1192.009,23.37673493,35:05.5,1192.594,23.49555615,35:06.3,1183.168,21.57683416,35:07.1,1184.099,21.7667429,35:08.0,1246.876,-311.5118303,35:08.8,1192.907,23.55911655,35:09.6
