#,SW,SW (t),LW,LW (t),TP (ohm),Temp Probe (*C),TP (t),PT_6 (ohm),PT_6 (*C),PT_6 (t),PT_1 (ohm),PT_1 (*C),PT_1 (t),PT_2 (ohm),PT_2 (*C),PT_2 (t),PT_3 (ohm),PT_3 (*C),PT_3 (t),PT_4 (ohm),PT_4 (*C),PT_4 (t),PT_5 (ohm),PT_5 (*C),PT_5 (t)
0,2.042969,18:17:28.151233,2.98584,18:17:28.967858,109.2437,23.735435227471214,18:17:29.782594,1188.955,22.7558716123425,18:17:30.602770,1190.076,22.983873908337657,18:17:31.441429,1180.253,20.981654998779888,18:17:32.258280,1181.132,21.1612181675273,18:17:33.094504,1243.76,-311.7633489698922,18:17:33.930800,1189.862,22.94035777039748,18:17:34.747585
1,2.027832,18:17:35.584660,2.975098,18:17:36.400580,109.2432,23.734146922802097,18:17:37.216831,1188.948,22.75444747345308,18:17:38.035427,1190.052,22.978993822143938,18:17:38.873656,1180.241,20.97920308237013,18:17:39.690089,1181.123,21.159380033622302,18:17:40.505653,1243.751,-311.76407596610966,18:17:41.322469,1189.856,22.93913762565906,18:17:42.138448
2,2.006836,18:18:00.549656,2.947754,18:18:01.365354,109.2427,23.73285861861337,18:18:02.198977,1188.923,22.749361223018344,18:18:03.017667,1189.976,22.963539835313515,18:18:03.835348,1180.21,20.972868897366606,18:18:04.650948,1181.103,21.15529526222707,18:18:05.486783,1243.723,-311.7663377516773,18:18:06.303385,1189.844,22.936697325364126,18:18:07.140606
